2022-04-03 14:02:27.209 UTC,CRe+eVPQM2xWIpz4SNVLFV8qk6WT4voDBzfyD3EbxkhB8ilYNYBtPkVVA4T8a5Cheh7pqRSQvoN3fdcTijFo4g==,#FFFFFF,"1227,468"
2022-04-03 14:02:27.209 UTC,m+GHe66IHo4ZrJqo53C85tn4odYRGzo1oBNJq35j+5sRKZ688gfo411LEep6pN+Bu2P0dl8Ywx0UmmuphS/u8g==,#898D90,"198,682"
2022-04-03 14:02:27.211 UTC,L0QhclHQlOEF3AnUVsUpZAxumlvqrKAKiHfV9H3LFHz99RxFnHQ0rCRnQc3yqloEs7vdd50kRoxMNvVOB5DFFA==,#000000,"1491,658"
2022-04-03 14:02:27.212 UTC,LQEUx+yhwh7qRMSk3wlaJjpG45JGAvDN/H8JxY/Efmk8JSHZuS3k75tklHlEbsYbImGU/Yq+KmXGzHBSwhfVsQ==,#000000,"1030,12"
2022-04-03 14:02:27.212 UTC,q8KKwSrc/6cX4KIYpZ8oGfctagBBW3O+zifXDg1dGD1ViAd6XaFqxaulfwJolDHp1mRzdZaCZQ4myH+qJgX1aQ==,#000000,"326,467"
2022-04-03 14:02:27.213 UTC,WCOeRw7ZlfHYFwJMWxnSvucThtuylFfvZro0jqW9b6J9WfFs+W71SvUOI7XJdBfb5V1XWGoegYuXFh2EMwRUFg==,#000000,"624,551"
2022-04-03 14:02:27.214 UTC,UcCqucwDapuRDBbO5H2Tj/1rtFpydFkQMiDXBzHpCywT6P0WQuIJV2+AZFQ9GDRgg6ZAaSkwt3avbo5G/cvfHQ==,#2450A4,"55,956"
2022-04-03 14:02:27.219 UTC,vEAlakayEAJrdHi7F6a8fuJrfZNFMkwb/hSkrNL1H/RRhZ2E0pDvNZgSdIDd/EyTomtIvoWgxyOtTuGI43FqbQ==,#FFFFFF,"124,847"
2022-04-03 14:02:27.21 UTC,ehQoC2UY7XMrEcaWrZIb3tBDFfzswJZwBxc+jemCcQce2t2UIhQ5PVPFkQFH9tbXCc9Av4EbC0WG/3W/7dCXVg==,#6D482F,"1294,225"
2022-04-03 14:02:27.21 UTC,vn3tprQH0qz1nUjqOZMtSkxzQGNoWWSpPgM1FpCpC5C4mYWRd16ufOlRmtHhHEfTj6UqU0Ru8aEMy2OhletaaQ==,#FF4500,"957,283"
2022-04-03 14:02:27.222 UTC,khfR58VgulbZyLauy1QaTX1DhW5ozCvq0R3MzWHphq52x7zr/HBJfviWydYeBbsoPDwslRwejLyMB7vVEYKF9Q==,#FF4500,"297,372"
2022-04-03 14:02:27.227 UTC,sRClvPPKjwUcnGe9qZzeQ22yBlpFZPahaKGT2+o1YerP3ohsixmAumJKEVwd9rFLHpGgaACV795zG0I6AuxAzA==,#FFFFFF,"1926,40"
2022-04-03 14:02:27.228 UTC,q1KMW3WyOnU/sGn0vGPeNEBh7zW86r6IKAuuWVzQJov+/+s2h6czZniJIMirs+KHH7crnTj3dZZTrxlOI7LzWQ==,#FF4500,"111,306"
2022-04-03 14:02:27.229 UTC,8tR71nl9G+sYuekRL8suX3iu4Jd23sgdOMdHKuK/KqVlcPD09i1Yno48TS5wC9xsGQunEUVwxY0386QqDZXU4g==,#51E9F4,"211,739"
2022-04-03 14:02:27.229 UTC,rWE69HHhVYxpYLqkmLvL6GCXMsxUWnXl9KHFJMXfDzbWJqdghL2V8wB6+GlYf2TWSDzV/9UURyj60FQ66ZyY0g==,#FFFFFF,"1190,355"
2022-04-03 14:02:27.22 UTC,bJQ29VRkURqLH5eQKY8aeVFko/bJUwhxP8kMEA5BiFzQaNV5CpmDmf2ZV+eqHGERnsxqaa5b8HgMO/plDyLm2Q==,#FFFFFF,"210,985"
2022-04-03 14:02:27.235 UTC,HqUvDrqXwfUXkf42XUyXB058INupr4q9snyolejMspeoaupYcVqT1LtJAWbvtF8OTs2co9itDw28IE1MO+czkg==,#BE0039,"1807,997"
2022-04-03 14:02:27.238 UTC,N9te+nS2mtaSLR9ZdWiCKaObY/n6HgVogSk8a0I5rWvopy6yBE3IAJeJpdknEcH4E7OC/bfLOMQf+rYnhYJP2g==,#FF4500,"918,322"
2022-04-03 14:02:27.239 UTC,LO6AKqH7PONifPrPmZBydjiC4tfdZm5qD3ogHalCaYtJCOvK6E44ncHfvOCa2AGpfJvAQpPNvq3+go6pphfJjg==,#000000,"321,476"
2022-04-03 14:02:27.244 UTC,Mn/Eoo0mEFEEe1csVCV6vgg7vtMS1z5o8iAhy9nMZrEexu2FaUk5/cQ6RueMHMGe5LZEGbLHyK9//Y2E+45qfQ==,#FFA800,"447,5"
2022-04-03 14:02:27.246 UTC,Z6OquKBC90OGdsJFMW14yBqbTxGaXAauDxP35g1iIgpgX3FdRNK5p31Dg7krynPC0WqM0L0fgGVQizyoVazmTA==,#000000,"1983,870"
2022-04-03 14:02:27.248 UTC,TwOxQgduh+y9K52S09F+H4TM0aWwkXZfbQFb2QD0k5Shg325qr68k2NF0r+9skLzUAlsVmAj+iXMX4fhfmdnQg==,#000000,"1663,244"
2022-04-03 14:02:27.251 UTC,Fk4kFcmtckI9D7t+x8WfVPbZPwebfrpqZRE5MWIf+DLYnRubuJ/yodKosrtOlgJBovQyrwZB1uZDKaZgemrtWg==,#FFFFFF,"494,459"
2022-04-03 14:02:27.254 UTC,C9z90eOqiQXbm01wFMf5kuVfxsfQamdj4B8R8s7DYrm2Z8AZq90O3cZnkUlxYDBk0PfjcXe/L4t9VhWP6TJAiQ==,#2450A4,"1714,950"
2022-04-03 14:02:27.255 UTC,wOhQh0raSEmh7T8FjjHDOp1e3yI2JwsPIThKP5CwzYOKTYfmGctQe62mvuN3hZyL2I7LGjA1pOK5ZUFniLC+pg==,#FFD635,"882,38"
2022-04-03 14:02:27.256 UTC,fGjauy3arOlZ7C4/eIteDB423kjH3GM7cx0+MhW4xfR7JbJZvwwfcBqwsppUXN52/W9vDR55rGY7RVmnnAeFkw==,#FF4500,"412,365"
2022-04-03 14:02:27.265 UTC,01lNwY5XZyWQPBbcqL9h0J9TdFJW+XP8butPAepU7lPA2ec6L6IACMm8YG2Y5YBZwQmao5ijprTjiuTTDmPRsg==,#FF4500,"813,171"
2022-04-03 14:02:27.266 UTC,wNHDtpXcvsDOMdogAsgy//N6P+GEQCOa5sSKSvCxWHeeArAyxImcGEBvhim2UE/s7UU0/HES0lxR5s6UlMlArg==,#FFFFFF,"250,682"
2022-04-03 14:02:27.268 UTC,E7kET+r5JJ4AvfDcAYQyLz7noNmBA6JZyyEZdnAs0cvwJv5ja6HkYLMqt8dFQ1VWRbLcWfBbJzYdiJDYTfNKmw==,#B44AC0,"334,801"
2022-04-03 14:02:27.26 UTC,ihxRQ0W2mT5KqDVm4xD6BmGsgMjdpOgTYdiUtZuVZcAP/7FWoFKGOfoj/MhVj4okUiM1332dhZaiGLDQuYU+ew==,#FFD635,"1645,657"
2022-04-03 14:02:27.26 UTC,teLfkBsqZ3fu1XK06dhisxLeiPwOd1gdrL1zEhZ0n3EkyB6ZNFnDHgOWxhe7TUICTvaIbF/9O91jHqwXja0imw==,#FFD635,"1082,875"
2022-04-03 14:02:27.271 UTC,qgo0V9hrWOYTE+joj0NjTk6Es/ELmO2oU8WWvoKLG/+tgkaZ7Totd2tT4RSeyo3tbfGQ1zkMlMF1ALCIZQJidA==,#FFFFFF,"1313,282"
2022-04-03 14:02:27.277 UTC,rgJ0czuVjyqVbii24atWZNofFKte3571Kr6UNxk/z2WGngigVvHt8syGvmyzBRxHXp21sK1pW/KW+7aOnd+8kA==,#D4D7D9,"1178,190"
2022-04-03 14:02:27.278 UTC,MYVcAh96K36uLlaDSLC7+7fgBzUJefw3S/L2JP4xTMW93GSo42Lwl1KQgm+D4Hde7SMnJjADpc5ZswNr/8lFLQ==,#FFFFFF,"524,453"
2022-04-03 14:02:27.279 UTC,1j4FlH/l6noKB8vrN2ISMmGMjY5XzsrCyZiKIko6lFGBrKRKGunSQS7t50SJ8cPN0ZzGFc1aSYD/ucTU3PlV1A==,#FF4500,"933,542"
2022-04-03 14:02:27.27 UTC,MACOqLWBQ+wZ9WKv0sOhfiG5EctCId/M+7eDmSi+giGIb7VeT047gIpR6xtH+314OOgfdcp8pZAYlp3debeCbA==,#FFFFFF,"198,503"
2022-04-03 14:02:27.282 UTC,9Jt6o2IYxaR4qUyg9x2Xwfrk1v+cC9NuZbeKFjqlW3gjaFmuHeZhJz90xthVsDSNxYP3LA2qQOOGO2Z7qWDbIg==,#FF4500,"210,513"
2022-04-03 14:02:27.282 UTC,STleYqw9hv8c/uljksHnbz7+GdEcObmMdtZRN4agqPGQwwwGOAjIvyqRlgmSriMdWDm5D6aHt4GqZhlUPXG/hQ==,#FF4500,"376,344"
2022-04-03 14:02:27.282 UTC,tUFREPD/RwR/PB+tuI76DAtCJYpGfjczwToRF1K1UCEpgsdjZuRQmcXYeWNsCFDpxzULa8beT2a6IUkMnykp+Q==,#BE0039,"959,366"
2022-04-03 14:02:27.285 UTC,hmChgiffkiVpWTncwK0JUB3jK2lXDrNuUByOkXqOW3o8n3NIw8rJXlT+jLGhrDTX8+i0TCC64qBu99+rBjTTgA==,#FFFFFF,"1087,761"
2022-04-03 14:02:27.285 UTC,RC+h2lsAQTfoPBSbqRZoJp/F/eBaAC7DlKfJFq0JOQVU/akFySj8qzGknV5EzuYNpPjZSekLAGGXWCnsFlvozA==,#FF99AA,"1751,216"
2022-04-03 14:02:27.286 UTC,ebZdXE5Vu8lAr0/1/ZO2sFdRU0rI907ku0PKQiL3lRDTKZb4BtbWgrg+XuvU0V6UVrur9FQFEIhgqb/aE+0AtA==,#2450A4,"1813,495"
2022-04-03 14:02:27.287 UTC,BjhqA77FvJna4S7U+Yk9Amom0tVn6q3hzwQ/Bi7rX6Oz5irvn79rtJAxPZsjr9YUBtjjSd7CJKWSDwdGQo7e+A==,#FF4500,"1194,515"
2022-04-03 14:02:27.292 UTC,cSkxRmjV1or2bI3HqUr5i/LzJEncrBPwt8/pQFBI2fcWsrbxzc0swYnw+PKPZQEF/rRNBXxISgxioUglge3V2w==,#493AC1,"81,999"
2022-04-03 14:02:27.294 UTC,PWjp18neaSYQCqizJ/NszANXIKHQAaHCoLLX89oPsv47TJ2DYKdD8Hde5T5f5lXIFGFEcrtrJMXWe+SVhUAYkQ==,#FF4500,"1131,306"
2022-04-03 14:02:27.295 UTC,ros4IVkzdhvH1fOF3vqbCAv4zTA28N6yU1takb5RAaFbrn0cw6O2x5yc0jh6bzxEYVmaTVUAf0QiU0KCpkEoBw==,#9C6926,"731,443"
2022-04-03 14:02:27.298 UTC,6VDPCnMkKpHSrREEFaVceEUYUeXsP/xQW/eSc6uzgfCPIjrJYdVn0LYbchaPoReHqUXJSUPTGHl9bTfm7GznJg==,#FFFFFF,"1928,814"
2022-04-03 14:02:27.299 UTC,IxrGduosA/4eLxBUBwY1WHzKTqllwNC/CHLNVC8wBElGwGlvcqymwsd5a8KgrQwoU0Z9BJeTs/eSQwOAAdpNUw==,#FFFFFF,"57,144"
2022-04-03 14:02:27.299 UTC,Nr3K31rSAUOCgHd87tBM8S7gFbP5L+mhhFAhzvgRwESF4OLWJ3/EYBkkz36HxcRE8q8EAawe1MOot4OMq0rGlw==,#B44AC0,"1418,446"
2022-04-03 14:02:27.29 UTC,0ljXVCyXj8qECPS5lktK8b3aPIlE2HtWGhb5XDdZILp7YEH7aWVUBLw6oC48r5fW26/zXOQTAhFBDe5Fpmw/Ug==,#000000,"1040,55"
2022-04-03 14:02:27.308 UTC,15wBAoQbnbC7q1+sWdRDG+QebAQ4FZjGI3G+p0pOYnT4z+H4u+fRuYol+HiigM5bnI3+LaeOvzaGng3FdkqDHQ==,#FFFFFF,"339,444"
2022-04-03 14:02:27.313 UTC,7hRZTUktPkN98V3Q3Pu9+fAMr7+X3/vpYBnWDCHF2XXwbsTZjdy5VrPQdqORxvhy7LgQQ/Fu9ULObdgwSuBpzA==,#FF4500,"1677,258"
2022-04-03 14:02:27.313 UTC,gw1IRqoE11se1VJCCcCl38WCVh13IQOTMz8W18YBglZXooIwGb3BTfOYwL8xl4SI8SovcfW+YQec1BZQ+nkaTQ==,#FFA800,"1303,326"
2022-04-03 14:02:27.315 UTC,nXW4aSHKYw+nL1zVBwUsBIxgtlONsdRlmf5YkMths/xOUWjy01lM8d2DeU4a+9j5memVgxcPSAa7m+8iYrHEtQ==,#FFFFFF,"421,482"
2022-04-03 14:02:27.315 UTC,xufWKEMj9NBlwq0Xj1HFnbA3mbexSsZ/WR7CdgOM4xkVAY4MZnlsFpOPJ1VL3Tv3ONX+2eyvSiZzzyKAgFX8LA==,#D4D7D9,"195,368"
2022-04-03 14:02:27.327 UTC,Kylgka7YUwVkRVzZpQVh2/J1mym915cEezDmEdKLvykCOXtzWpaOs5v20QZ120W1Ey6WVu8ZOCdlbMoK0m4ObQ==,#000000,"926,729"
2022-04-03 14:02:27.328 UTC,+VY+ZPBUa9qzCiNhiRPnFg1WpGT8Si5jerR2bjjK5JAweSzyjPFxwQMG221U6bG5qKjVY7/A+kBa3TioMlawEQ==,#000000,"1955,801"
2022-04-03 14:02:27.32 UTC,k8CJtQCWMBtK91glIJj2mMxRMgi3Uq4c+/fqRpU5Q+jAayX8aCVjLU9EvQq9QM700faOYtJGWAyYvhz5Jddx9A==,#000000,"731,444"
2022-04-03 14:02:27.32 UTC,+O7hdqG9A7Fr0RAgBip2iN71h8VfViNdsgVfxUiAwAUTfBnLQPz2IHiLJfmASDKp+Y8KJTOBj7lb2wmLxLJ8ww==,#00A368,"789,243"
2022-04-03 14:02:27.334 UTC,vwIRA+yUnvzKFO1VmlJhpUWEGTEa6JG6vjEA/CFQ6M2LmuRqMEZOhdOE0xU5PlLToPaHLt4bey3x0osA3PMWag==,#000000,"53,735"
2022-04-03 14:02:27.339 UTC,zbTWBIx+F27tieCwcjf1MfSPjEnFzCAc8A0AB+mPGCyIEBoxvLNku4uYFfJ+iUSIQt1M8ti72jB8Kx154NAwHg==,#FFFFFF,"62,144"
2022-04-03 14:02:27.33 UTC,9HqAsfR/yljexxupEjxgfoIbVtvueM1q8XwFrYVsxIgXTCuj5hjGmcuS5abhYwjwyyJEKBRFxe7BQZBl7mbpWQ==,#9C6926,"1047,341"
2022-04-03 14:02:27.342 UTC,qGo8lLS2DOzRMBWYj1OIdUBTv6QDzzZaM2VYLyvtCoug6NIiwwGZAnZLt2n7PfsiasPYcWA1r3orM88RgQ67/g==,#FFD635,"1514,663"
2022-04-03 14:02:27.342 UTC,vyXuCvAN2um/wzKGgpUVxYhe7JrfxmtEeu8cBugsqqQgGxxBOP50C6Lt4KmDsxUS2qsC43t/LrtQ4+yecPvefw==,#FFFFFF,"218,999"
2022-04-03 14:02:27.343 UTC,txkRtIEWumLuqKGQlZ8uaRM0DctGR+QW9yCRXqC6+1JnvoaTnZbfIOtcwIeNj+0kl3Dov0vyb01gH/BObvevqg==,#FF4500,"269,881"
2022-04-03 14:02:27.344 UTC,owIa7iFfddFHdFemPfsoytW6HE338o/mkuo/kjLLP+phPAp1xUFWxbtg/o2z25F1iqmdg2ooGVRBMnkHIFw2ag==,#000000,"531,340"
2022-04-03 14:02:27.344 UTC,STFn9hqgZfqmN22xCc0vrZPPSW2dJPvF/uf4QCObRGa1yn53fZpw9XTWepB5m6pTj0CkHknr0VyvODgHChAopw==,#FF4500,"1774,279"
2022-04-03 14:02:27.345 UTC,eX7I5JNPUIYRdNT/HUKt66G1EWc3qLUE8JWlbfgCCP/8nRYOdYB4yTQGgiAzoEAfpsQEZLWppu7cQSGYdUH/HA==,#493AC1,"298,375"
2022-04-03 14:02:27.347 UTC,2mld+3oVnv6Eh7DkOLLPW008LbWzS+GqqxA7MuLTwt3cTvrpNq9VB3u9Xg50CW6c9RWZvld2/YTYYS1QmYiSEQ==,#000000,"429,310"
2022-04-03 14:02:27.353 UTC,KU+jKY01s/WiYXiBvf9unEQKkAQwz6xwqshakOnFYDTC4imFRNqJ+/lFqEEOUex9WE78QpFj9qoOAroTdGTaig==,#000000,"1024,55"
2022-04-03 14:02:27.353 UTC,mG1N/c9WilUADivL2eq9dmxBYViBDYK8S6sNxsNeluASkBGuydYFpP9ItC7gADgP7TCA6cdySyUZldKcLCQwtw==,#FFFFFF,"802,30"
2022-04-03 14:02:27.354 UTC,o9TLdn9Y0DeL2DaKYgkh6cIbh2jp2hu+EL0hJh8IGdA0EifJg/I1ET/GkZC02m6exqL7hZmNUDBYM/UcCgOnNg==,#3690EA,"1982,997"
2022-04-03 14:02:27.356 UTC,LwI2EIpmyZQozmNfeOT4rzXXv+KL4MV3g6indkoJPvIMSoIy9pS2zpf/46qx2ABuCuONjucup+MRE0WAsG/uwQ==,#000000,"1609,226"
2022-04-03 14:02:27.35 UTC,gXuk9h423osCQ/qg+yCK8+i8JpgNebttidPr8ooe0IrH6CQgxoBOucmTUg/u+Oy31QlMXjYUbW3H2j2u7MNm7g==,#51E9F4,"454,718"
2022-04-03 14:02:27.361 UTC,XuTY9IdclgrMqD2o5DWT53pnSXuYgKqJ22Xq/DLad9TJMB6zaDi+LCHc/CF4OUzc17U/kTs4jsn6fl4qr750WA==,#51E9F4,"915,664"
2022-04-03 14:02:27.362 UTC,2xy4+4fn2g29j0uSjBklFZWKBcLQRvvE7zYz8lMgkfkoCWY81iXEB/Qj3hGzdVD8s8xSrPSb808uio6EHz0FTA==,#FFFFFF,"968,746"
2022-04-03 14:02:27.362 UTC,iP6Fp5TLIsXfd7GvPltrrD7pw6I2eGv1A55YN/xlsHL0r1E1R1phfFDZ4MLooxfVNVhuW/yMWvkGGpm2tO1oog==,#7EED56,"1585,19"
2022-04-03 14:02:27.366 UTC,nVuoUPyk8sDU34SNLUVP74QOC41nblnia/EEzao1tnOLT6OXG45opQJgj/QHTxZAkYPa1F3XjXPN74tgOmLHWA==,#BE0039,"1415,289"
2022-04-03 14:02:27.368 UTC,BtQB4RqyId0NIM22vrpVO2PY6w+c7d8ag7G3UAcG0ZBBPbAqmgAofbiyI/kuXFz5RzcPb8TMPazs5/Tw/M633g==,#FFFFFF,"158,820"
2022-04-03 14:02:27.368 UTC,OKQCqTw7C8qZr60cB9G4uxryNRGTKAhWek3fgRpNYpe9K1YthlylsUb3SdWYWwCD+vzb9OmCPtFoOs+Ee3rzuA==,#2450A4,"10,951"
2022-04-03 14:02:27.369 UTC,HwpewU0D2ICucCDpEa94UtmSSXT3l51U6MIqaCEpMg9LGtFVroHeR1sDSv9hg17UMfou133VpnmnAg2jGA7P/w==,#2450A4,"1642,414"
2022-04-03 14:02:27.371 UTC,G4NUPVnPTRUPj44xQiyKty9U7kfi3FoQRyRjN4+KR+2NkASov44EfxkC2ph+WJj9t17ncTbUAgsqJYVJ7ds5iQ==,#898D90,"293,370"
2022-04-03 14:02:27.371 UTC,ugibd+0cl2lt9oSLW7VxgXJfBxPXC7C9+Ho94V2CGozKu2XW2l1AgrAl5BDZIUEQ8Xn5+Bpphqq7/y6DLHAnFg==,#000000,"1804,686"
2022-04-03 14:02:27.375 UTC,2eNowpHioSyNmYPF7tey5yNyPUYmCegklGVWgl+EwwkZpr+U8lejjG6SjOawb9TNMviHJOfa94tySDp9gJP94A==,#FF4500,"591,517"
2022-04-03 14:02:27.376 UTC,4ZY4qFDh904v4ZwtyWpD5NqMoMOtvUvCPO4s0HswSenWy1NVfPAYd04ELBeF468TsXVdgOKZMwb5YRW3vTlHzA==,#000000,"1082,63"
2022-04-03 14:02:27.376 UTC,tKcltLLFsMGlWE/7gj7pdQ/mmG/v2M3XGEJ6WaWHx2BDq6PBd6R/CceepmhknMEqOD8zudW6HWab12/aUQUITg==,#FFA800,"1293,329"
2022-04-03 14:02:27.377 UTC,zaN16U/i9gactdvJNaS+yn4CRKU/VwL+Vp22nQa6oPFsVIWrov/q1ff6VK+KuChasLIFMDomorLo9t4syGn00A==,#2450A4,"1508,463"
2022-04-03 14:02:27.378 UTC,C2uOoqv+IzX7rr2mkD8n19dLgU0FUFvDlVItWgFukQ7zZK0G+EXpZNM3eg1e8ovPNLG5qwDOYvPIt7pKBpxtTg==,#FF4500,"89,123"
2022-04-03 14:02:27.379 UTC,ETgRqaWry34U6sg1JvIOoCxpU9fYQhdf2kevZ3AR7hNOvHU1L8hvkpkUSo1MdUlh/6y+oHtSCLo47Od8/qVmFQ==,#000000,"1899,902"
2022-04-03 14:02:27.381 UTC,lLXrzClpJ2dlxexH3j0qOKE68D5npFY9yxW7CfkjG/6awhVvpxIt+CcC8T3C1lcUz1Emc/jb4TWW/4QFhw3F+w==,#FFA800,"1527,849"
2022-04-03 14:02:27.382 UTC,GxXiDdSy8L5WQwVVW+lY7cPRBoS9X6ttOln0zigl3h8FEetME4/yOLkRnG08G1k4PY2Bbfv+UhNDszhaVbvngg==,#00CC78,"1761,205"
2022-04-03 14:02:27.384 UTC,il03R73iW6PzRc83TDtlK+ezwrr+6ZknUdkLFpCE5TmSiC1silEQvqLtQWaEt34EMidLIDOK8/dRsMC0MAPSSg==,#FFFFFF,"1751,258"
2022-04-03 14:02:27.385 UTC,Miqjl0s8fRvBV5t2D+Dd3YkQzml3HDTZ+z+Ts6QhwIW9vQu9dvLKemDmbYd2z/XamNvzS6zPR27PJSYQLf8bCg==,#FFFFFF,"1899,169"
2022-04-03 14:02:27.386 UTC,ZJTy/3GI9ifaT7zItisaclupIcV4XBFso/UL5CrvTx9pD/7c8SjUs0FwiD4Z0QywBoO+90QrzElMJhSSm2/g4w==,#000000,"1716,350"
2022-04-03 14:02:27.387 UTC,SOhxpdqTXIYFiXY/NfU/le330/1Ta5Wg6VxPS+k2hfw4Lv4wuiVD/LKl1LE06yki193t81KdYN0gxtUAiBoQqg==,#D4D7D9,"148,365"
2022-04-03 14:02:27.391 UTC,TPa8rj214nDQlwpTKBuTxLePut7UyCYdzvm45RXCoewh4SCGIcdf9hLEoxz1obFIWVIz1/zKb49jCTxNFIA2pQ==,#FFFFFF,"1950,782"
2022-04-03 14:02:27.3 UTC,pG4okz4A4ZKbgYgHY88QYR+S7i6MyCHfDc1zR8KcXnnRGaFbmMfcjsRNKv/vuHlScRIr+7BD3PEvCj75QoWpYQ==,#493AC1,"920,763"
2022-04-03 14:02:27.401 UTC,IiGpCSkWnCTV394IO9R7wYxMh1cZDzFNYd4EThZH0nsycHcOoDfFHkBTuSz/jYCtt93xOP4LSgXJI+nKJBQgvg==,#FF4500,"1362,206"
2022-04-03 14:02:27.401 UTC,rsWtzARp5pgfPX/esMuy9fbkJnh8AP/bK2fke5oS6eKFGtzMf9YjcnsaNJv6/Yd36pJfUjecGiOkES+ElGjnvA==,#FFD635,"714,164"
2022-04-03 14:02:27.402 UTC,Raj7KwF3ZZ2Q45squvJVZwgNoSpuruRTxS9TCXZiYTb6snAMUbunNfNn4vIm96CoXWwwZRP9DedN9bbKnaCuww==,#BE0039,"1415,303"
2022-04-03 14:02:27.403 UTC,5biWo8px9l0edQDFMsmm+1HStb7zRUBl4igAparxuS24zmwYQg/DZPyOj2ChCjv6UOkvemXD0Xp6ruLEHgTdIg==,#FFFFFF,"76,144"
2022-04-03 14:02:27.407 UTC,ELjmzXHUwszh6fiumAS6hXlozg5eSrHI2/DSb/zvlqa7+neui4syQ6S74XO3XgkUKZ12bBJQ8fhP5uV55SfA7w==,#FF99AA,"719,717"
2022-04-03 14:02:27.409 UTC,KKuSsmZFcmTlnaSs8ZWGedh+5t8LMDzrxJ0Pj59dY2NBsgymHXrWjT/z5Wqgjdq3f5JuEeP+fedvSQfjffhKTQ==,#000000,"1037,338"
2022-04-03 14:02:27.412 UTC,wcksO0R1zIfHpUEM/BNnrch/xaF8CrSqu2ogO4cz4wg9omMF6kQXAIw2GQYwntVzWXWEeLwdQ2MtgGT0eEk+Eg==,#FFFFFF,"1968,23"
2022-04-03 14:02:27.413 UTC,leaHLqXFFIrH7KQC5BGtdHsYG68AresA8fQh47fQzlxruvfUO/6p3egMHWjSOeo4CvsGTPa2K4MupRsVryzlDA==,#FFFFFF,"400,393"
2022-04-03 14:02:27.413 UTC,OBA0Osg2H+8Vhj7K86CBWRyCSqk4UxLhLt4GHEkRHSs1/BYQ3gy5/p5JKMYE7sONVcf/e2hJ2Hd04kkHN1D9zQ==,#51E9F4,"1436,730"
2022-04-03 14:02:27.414 UTC,G3MufUPKQt9sNYmy4ANb1tAQdESE/fk9EfZ570HY+6Nt5us8iE12h0txeEel2M1MxGnX+aTnrVLyhWrVkybfGw==,#D4D7D9,"1765,515"
2022-04-03 14:02:27.415 UTC,IEy3kNDH9H1bt4wUF507ZjRxARdM2JePqm9H3HuGPaBXPCQvW/5urTz4wBUfVZyMluV3FCt0cZ4mZ7nSMPGVcg==,#BE0039,"1084,964"
2022-04-03 14:02:27.415 UTC,MJuqv+E3jQtXWjJ235hBI4aUdpIABGKsj6CMvj3AILQfjhP5t05HM0ZaGBbQGKrGbqxmixWCIaBliAFXRdldPQ==,#FF4500,"1628,303"
2022-04-03 14:02:27.417 UTC,WK5jXsIPOe1uHsatcJkhwIhgqaiNHUpuEkBw0hF45vCbk9q0AKaMF0OM3LhkcugSI1DAtkW+iySuiXRG6Bk1eQ==,#FFD635,"1886,947"
2022-04-03 14:02:27.419 UTC,8y397BEG+uY9H9/uQhqVHg6mPN75rZV3M250NFDdGTlrld+mPF1ZddqwCKlVaQLY14VSTTvBnAvTROUYVv6Q1w==,#000000,"1864,295"
